,Open,High,Low,Adj Close,Volume,sma_short,sma_long,ema_short,ema_long,macd,macd_signal,plus_di,minus_di,adx,middle,upper,lower,moment,mom_signal,mom_base,rsi
2022-02-22 18:45:00,4354697.5,4354697.5,4351252.5,4351252.5,7754219520,4333612.875,4329814.5,4334188.960880663,4334424.623875118,-235.66299445461482,-1739.4265740161968,46.244874123226396,20.401470861917385,23.966628285943347,4329814.5,4350685.980691134,4308943.019308866,27485.5,-5295.85,0,0.7269537216694877
2022-02-22 18:50:00,4349904.0,4349904.0,4344122.5,4344122.5,0,4335022.208333333,4330478.56,4334953.079274459,4334797.61911069,155.46016376838088,-1467.221990294237,41.292903643103976,27.579908128859152,23.69622692810244,4330478.56,4352089.3079706365,4308867.812029363,20009.5,505.75,0,0.6438488106973279
2022-02-22 18:55:00,4343319.0,4343319.0,4339914.5,4341152.0,0,4336041.708333333,4330534.22,4335429.91933027,4335042.018375664,387.9009546060115,-1189.6490534230445,41.61867854599012,28.245385293300977,23.39260360770863,4330534.22,4352251.482824315,4308816.957175684,13631.0,4106.15,0,0.6627088319353115
2022-02-22 19:00:00,4340309.0,4340309.0,4335794.0,4335794.0,0,4336873.625,4330760.98,4335457.925535633,4335070.940745831,386.98478980269283,-911.0855192241984,38.88308282820606,34.85789930390611,22.196999594858784,4330760.98,4352578.592723372,4308943.3672766285,-3966.5,5552.95,0,0.5682883169577151
2022-02-22 19:05:00,4335502.5,4335502.5,4332455.0,4332581.0,0,4336926.208333333,4330650.22,4335236.623571353,4334975.173794068,261.4497772846371,-658.4882766174981,36.0902350210997,38.8108699616998,20.95935314249827,4330650.22,4352398.76793422,4308901.67206578,2456.0,8067.6,0,0.5284602116451448
2022-02-22 19:10:00,4332735.0,4335581.5,4332735.0,4335581.5,0,4337078.791666667,4330319.52,4335263.152527403,4334998.494032758,264.65849464479834,-400.493059810251,36.23814501807373,38.07574593498495,19.72691330783808,4330319.52,4351475.179960486,4309163.860039514,231.5,8670.8,0,0.5760391616663942
2022-02-22 19:15:00,4337793.0,4351548.0,4337793.0,4351548.0,2531000320,4338950.833333333,4330762.72,4336515.833102218,4335635.013493037,880.8196091810241,-69.94226332184755,53.189832483266166,30.155984354008393,20.254217604259654,4330762.72,4353227.944054755,4308297.495945244,7699.0,9239.4,0,0.6322866322866323
2022-02-22 19:20:00,4355857.0,4356959.5,4355378.0,4356959.5,2249457664,4341034.166666667,4332322.06,4338088.422863586,4336455.186050997,1633.2368125887588,305.5931182982814,55.39830373224505,28.91463942910558,20.998013038584368,4332322.06,4356440.173159,4308203.946840999,16491.5,10208.6,0,0.6493789019759284
2022-02-22 19:25:00,4351630.0,4356319.0,4344303.5,4356319.0,19210960896,4343383.333333333,4334249.36,4339490.774951003,4337219.178895189,2271.5960558131337,667.3826292483136,51.59987046013198,35.183877595442745,20.859210562477475,4334249.36,4358012.601847801,4310486.118152199,38343.0,13865.6,0,0.6848768302368362
2022-02-22 19:30:00,4357583.0,4361144.0,4356961.0,4361144.0,7741112320,4346140.333333333,4336106.76,4341156.407647079,4338139.364322297,3017.0433247815818,1028.79444249678,56.929798854402556,32.8706540562142,21.25471556398024,4336106.76,4360748.856777339,4311464.66322266,53007.5,17538.8,0,0.6930000330655027
2022-02-22 19:35:00,4371395.0,4373819.5,4369837.5,4373819.5,1260126208,4349143.166666667,4338451.64,4343668.953212688,4339511.677232978,4157.2759797098115,1473.44064426805,64.19522315901762,30.18677732052593,22.239918958843884,4338451.64,4365810.336517141,4311092.943482858,59110.5,20701.3,0,0.7705100500281223
2022-02-22 19:40:00,4374148.5,4374523.0,4373895.5,4373895.5,0,4351180.75,4340456.86,4345994.072196327,4340834.131954786,5159.940241540782,2003.6672317052466,65.05529334419248,29.31185053625222,23.282391008497715,4340456.86,4370542.949772248,4310370.770227753,58698.0,24570.15,0,0.7713460297539058
2022-02-22 19:45:00,4369527.0,4369527.0,4363085.0,4363781.5,0,4352224.833333333,4342007.88,4347362.335873533,4341716.723033449,5645.612840084359,2587.9592372920984,54.92737582042021,39.499106761427626,22.81949305501303,4342007.88,4372765.548331335,4311250.211668665,40016.5,27208.7,0,0.6531915896662267
2022-02-22 19:50:00,4365984.5,4377067.0,4365984.5,4377067.0,3532652544,4354970.208333333,4344284.78,4349647.310037107,4343076.3490706235,6570.96096648369,3289.016036091993,50.13644292575689,38.88503906903391,22.140791926441366,4344284.78,4376682.651938814,4311886.908061187,52061.0,32811.45,0,0.659714713586086
2022-02-22 19:55:00,4379193.5,4383910.0,4379193.5,4383281.0,11525947392,4358480.958333333,4346527.6,4352234.51695733,4344622.681798677,7611.835158652626,4105.36899875953,50.88289984700482,38.30293044603978,21.6050954906182,4346527.6,4381649.176309876,4311406.023690123,63136.5,38879.5,0,0.6762121687270647
2022-02-22 20:00:00,4383281.5,4387864.0,4382711.5,4387864.0,4192731136,4362820.125,4348885.44,4354975.24642215,4346285.809421805,8689.437000345439,4972.993153333354,55.6415791240946,32.18928382980765,21.944866222098753,4348885.44,4386878.346028852,4310892.533971149,60653.5,44921.7,0,0.7475929290699451
2022-02-22 20:05:00,4393468.0,4398943.0,4393468.0,4397174.0,7363624960,4368202.875,4351739.96,4358221.304389677,4348243.047520966,9978.256868710741,5900.217604013574,62.1721599193563,26.41126491818624,23.173190893111833,4351739.96,4393084.8782405425,4310395.041759457,68256.0,50977.4,0,0.7958710508803989
2022-02-22 20:10:00,4394689.5,4394689.5,4391081.5,4392414.0,1830551552,4372938.916666667,4354158.52,4360851.511744317,4349941.930308621,10909.58143569529,6859.993757333814,61.76385119880544,24.68738963076882,24.487453926438963,4354158.52,4397695.69336404,4310621.346635959,66603.0,55988.55,0,0.8009301089556206
2022-02-22 20:15:00,4391681.5,4391681.5,4387430.0,4387605.0,0,4375943.666666667,4356312.7,4362909.47237937,4351390.509912136,11518.96246723365,7804.651439828488,60.86856911235357,24.604905472505298,25.683410606257123,4356312.7,4400957.744974113,4311667.655025887,55655.0,57719.75,0,0.7875688557661151
2022-02-22 20:20:00,4387232.5,4387232.5,4379838.5,4379838.5,1109655552,4377850.25,4358342.9,4364211.705273264,4352484.663377054,11727.041896210052,8645.736541661849,58.348519891925264,30.033022836919613,26.107036200652406,4358342.9,4402441.40975646,4314244.3902435405,46088.0,57027.8,0,0.7203221920208688
2022-02-22 20:25:00,4377081.5,4377359.5,4372921.5,4377359.5,3251109888,4379603.625,4360158.9,4365223.074098397,4353441.387862552,11781.686235845089,9381.48609658455,48.56275526089266,38.85597333382172,25.106819015758514,4360158.9,4403462.426139033,4316855.373860967,48276.0,55944.35,0,0.6484281105699286
2022-02-22 20:30:00,4379924.5,4379924.5,4375627.5,4375627.5,2779250688,4380810.583333333,4362058.84,4366023.414552366,4354294.699867839,11728.714684527367,10057.38630152266,46.4299757141205,39.25662079333873,23.99113897791573,4362058.84,4403640.669060908,4320477.010939091,43668.0,54441.35,0,0.612093190825027
2022-02-22 20:35:00,4375700.0,4376700.5,4375537.5,4375537.5,2509242368,4380953.75,4363957.94,4366755.267279107,4355111.730642153,11643.536636954173,10621.005820463826,51.95430381646988,32.55568381222533,23.922011954979286,4363957.94,4403348.885833833,4324566.994166167,47408.5,55180.55,0,0.6161666837928179
2022-02-22 20:40:00,4374777.5,4374777.5,4371144.5,4371144.5,309854208,4380724.5,4365292.3,4367092.90056533,4355728.375617455,11364.52494787518,11037.971352599665,47.170154686078256,37.270245677888994,23.108820353382967,4365292.3,4403222.0965456,4327362.503454399,43084.5,54282.9,0,0.5607656083852347
2022-02-22 20:45:00,4367316.5,4367316.5,4360556.5,4360556.5,0,4380455.75,4365736.78,4366590.100521843,4355914.072709091,10676.027812751941,11258.703665089277,34.74302418283284,49.352112676056336,22.726372109673473,4365736.78,4403149.685017262,4328323.874982739,22771.0,50246.35,0,0.41731296758104736
2022-02-22 20:50:00,4358838.5,4358906.0,4357155.0,4357155.0,1941962752,4378796.416666667,4365972.88,4365864.323558624,4355961.800681818,9902.522876805626,11250.288777099819,33.04744091843799,51.491118390460144,22.665739415436228,4365972.88,4403078.162129781,4328867.597870219,7710.5,44952.05,0,0.3997880886675327
2022-02-22 20:55:00,4356272.5,4363560.5,4355102.5,4363560.5,7506493440,4377153.041666667,4366750.4,4365687.106361806,4356254.058347902,9433.048013904132,11086.229508011913,38.800366445845974,41.324712324124526,21.36472389302393,4366750.4,4402745.952523759,4330754.847476242,12308.0,39357.25,0,0.4986155831464475
2022-02-22 21:00:00,4363762.5,4366764.5,4363705.5,4366764.5,156237824,4375394.75,4367774.9,4365769.982795513,4356658.306103752,9111.67669176124,10818.7533107372,38.29722903994593,46.26448025231506,20.56853023502997,4367774.9,4402156.486445228,4333393.313554773,22642.0,34961.15,0,0.4261315972496074
2022-02-22 21:05:00,4371945.0,4371983.5,4369527.5,4369527.5,1006108672,4373090.875,4369124.24,4366059.022580474,4357153.275099762,8905.7474807119,10505.276153459628,37.085776461343166,47.172822341775976,19.99539707964918,4369124.24,4400818.973000937,4337429.506999063,28375.5,32233.2,0,0.39625402620522143
2022-02-22 21:10:00,4370763.5,4372662.0,4370763.5,4372662.0,1357381632,4371444.875,4370727.48,4366566.943920437,4357749.764519002,8817.179401434958,10175.886505191835,33.95417425678774,48.352479026481774,19.828603161610445,4370727.48,4398536.904342851,4342918.05565715,36868.0,31311.2,0,0.38276574742427044
2022-02-22 21:15:00,4372300.5,4372867.5,4370951.5,4370951.5,542113792,4370057.083333333,4372142.28,4366904.217465019,4358257.523575963,8646.693889055401,9833.439750139394,23.102999972041268,54.546089971202505,21.20628490971097,4372142.28,4395788.82059436,4348495.73940564,38370.5,30320.65,0,0.2709285158945778
2022-02-22 21:20:00,4368876.0,4369370.0,4368527.5,4369370.0,0,4369184.708333333,4372855.16,4367093.893044633,4358684.926515349,8408.966529283673,9474.043071509339,24.35184298354834,57.5498596488643,22.494797663446867,4372855.16,4394937.617263645,4350772.702736355,33788.5,29332.7,0,0.28685855932516924
2022-02-22 21:25:00,4369887.0,4369887.0,4368093.5,4368093.5,0,4368412.541666667,4373300.52,4367170.785887353,4359046.794726297,8123.991161055863,9113.983761862748,26.352531890220334,54.74294549671435,23.329052986603497,4373300.52,4394477.757283162,4352123.282716837,16545.5,26246.4,0,0.30691433038762606
2022-02-22 21:30:00,4368091.5,4373834.0,4368091.5,4373834.0,1282670592,4368263.083333333,4374001.12,4367683.340819095,4359615.53339067,8067.807428425178,8824.181496937552,33.50385468707602,44.39434326666773,22.70581021694227,4374001.12,4393961.47171736,4354040.76828264,16874.5,23625.4,0,0.4380972999721647
2022-02-22 21:35:00,4372231.5,4372231.5,4365739.0,4366641.0,0,4367521.708333333,4374221.0,4367603.160756088,4359885.7436448755,7717.417111212388,8581.391967427193,32.88552225477447,36.42388256121826,21.53243394898804,4374221.0,4393706.6827587355,4354735.3172412645,10322.0,22380.5,0,0.3992877747188214
2022-02-22 21:40:00,4365753.5,4366352.0,4365753.5,4366352.0,0,4367122.333333333,4373922.3,4367506.917621003,4360134.44581238,7372.4718086235225,8352.439055729346,30.495949155487878,38.47929890184461,20.86855328878079,4373922.3,4393660.927155674,4354183.672844325,5208.0,22130.25,0,0.4104171294463063
2022-02-22 21:45:00,4369193.5,4371531.5,4369193.5,4370870.5,0,4367981.833333333,4373801.3,4367765.65472708,4360547.370973443,7218.283753637224,8142.0620626044565,36.63324849463033,35.941088832329754,19.540898075373693,4373801.3,4393577.662793093,4354024.937206906,-2949.0,20604.55,0,0.4584779088595882
2022-02-22 21:50:00,4368060.5,4368060.5,4366808.0,4366808.0,0,4368786.25,4373922.36,4367691.988978842,4360788.164397541,6903.82458130084,7919.626184892117,36.822113547199535,32.994828836839275,18.603630557865305,4373922.36,4393478.989808092,4354365.730191909,-7087.5,17631.6,0,0.4611901160761431
2022-02-22 21:55:00,4366849.5,4366870.0,4360243.0,4360243.0,0,4368509.791666667,4373249.4,4367118.989826623,4360767.196536098,6351.793290525675,7645.694394791085,39.24714645561939,28.47891328384142,18.423367816994674,4373249.4,4393500.675132464,4352998.124867537,-3538.5,14440.2,0,0.4969765939184693
2022-02-22 22:00:00,4360782.0,4361012.0,4360782.0,4360833.5,0,4368015.541666667,4372351.5,4366635.49060919,4360769.746669325,5865.7439398653805,7336.699955992193,41.043608290443736,23.868062317429406,18.95913486698924,4372351.5,4392739.612676035,4351963.387323965,-16233.5,9130.05,0,0.5375093046732403
2022-02-22 22:05:00,4360552.0,4366124.0,4360552.0,4366124.0,0,4367731.916666667,4371481.9,4366596.145177714,4360975.6794897355,5620.465687978081,7026.866529180461,44.04953685058397,25.129059422253142,19.518538533693675,4371481.9,4390946.782168254,4352017.0178317465,-17157.0,3577.3,0,0.5267479835974916
2022-02-22 22:10:00,4365969.5,4366398.5,4365969.5,4366398.5,0,4367209.958333333,4370250.88,4366580.941702505,4361184.249509361,5396.692193144001,6723.833310523588,40.757169582071704,26.473934928930976,19.633634626092675,4370250.88,4386586.737920966,4353915.022079034,-21465.5,-1948.1,0,0.4959324294287619
2022-02-22 22:15:00,4364714.0,4364714.0,4363841.5,4363841.5,0,4366617.458333333,4369107.98,4366370.215417696,4361286.451451308,5083.763966388069,6392.272925852798,32.35276179633658,32.232816280062615,18.337106693335713,4369107.98,4382760.710359919,4355455.249640082,-33332.5,-6935.9,0,0.43651750625223296
2022-02-22 22:20:00,4362106.0,4364368.0,4360136.0,4364368.0,0,4366200.625,4368178.5,4366216.198847104,4361404.972549335,4811.226297768764,6069.362835470173,30.297395921370544,38.89811380788084,17.943272220980063,4368178.5,4379559.123975597,4356797.876024403,-28046.0,-11427.95,0,0.401673937784522
2022-02-22 22:25:00,4363563.0,4363563.0,4358760.0,4358760.0,0,4365422.833333333,4367335.36,4365642.645089635,4361303.2428359,4339.402253734879,5732.355107149213,27.84441953740841,38.786739164667416,17.841869155468398,4367335.36,4378229.487073823,4356441.232926178,-28845.0,-15344.65,0,0.36769509587941007
