Open,Low,High,Adj Close,Volume
5051472.0,5051472.0,5051472.0,5051472.0,0.0
5050154.0,5050154.0,5050154.0,5050154.0,85458944.0
5048980.5,5048980.5,5048980.5,5048980.5,0.0
5049386.0,5049386.0,5049386.0,5049386.0,0.0
5046266.5,5046266.5,5046266.5,5046266.5,0.0
5047311.5,5047311.5,5047311.5,5047311.5,0.0
5047573.5,5047573.5,5047573.5,5047573.5,189792256.0
5048335.5,5048335.5,5048335.5,5048335.5,1908932608.0
5048467.0,5048467.0,5048467.0,5048467.0,60817408.0
5047704.5,5047704.5,5047704.5,5047704.5,0.0
5046564.5,5046564.5,5046564.5,5046564.5,0.0
5045413.5,5045413.5,5045413.5,5045413.5,0.0
5046321.5,5046321.5,5046321.5,5046321.5,0.0
5045220.0,5045220.0,5045220.0,5045220.0,158859264.0
5045613.5,5045613.5,5045613.5,5045613.5,487849984.0
5045793.5,5045793.5,5045793.5,5045793.5,0.0
5047111.5,5047111.5,5047111.5,5047111.5,0.0
5048171.0,5048171.0,5048171.0,5048171.0,2179465216.0
5048546.0,5048546.0,5048546.0,5048546.0,460324864.0
5050200.5,5050200.5,5050200.5,5050200.5,603193344.0
5049938.0,5049938.0,5049938.0,5049938.0,0.0
5049292.0,5049292.0,5049292.0,5049292.0,0.0
5046958.0,5046958.0,5046958.0,5046958.0,0.0
5046774.0,5046774.0,5046774.0,5046774.0,0.0
5048902.0,5048902.0,5048902.0,5048902.0,113246208.0
5050421.5,5050421.5,5050421.5,5050421.5,3634364416.0
5051163.0,5051163.0,5051163.0,5051163.0,380633088.0
5051600.5,5051600.5,5051600.5,5051600.5,430964736.0
5054602.5,5054602.5,5054602.5,5054602.5,1282408448.0
5055285.0,5055285.0,5055285.0,5055285.0,4919918592.0
5056291.5,5056291.5,5056291.5,5056291.5,55574528.0
5062296.5,5062296.5,5062296.5,5062296.5,2748579840.0
5061139.0,5061139.0,5061139.0,5061139.0,656408576.0
5061730.5,5061730.5,5061730.5,5061730.5,704643072.0
5061816.0,5061816.0,5061816.0,5061816.0,1731985408.0
5062053.5,5062053.5,5062053.5,5062053.5,1351614464.0
5060477.5,5060477.5,5060477.5,5060477.5,0.0
5060273.5,5060273.5,5060273.5,5060273.5,454819840.0
5060433.0,5060433.0,5060433.0,5060433.0,0.0
5061534.0,5061534.0,5061534.0,5061534.0,229638144.0
5063029.0,5063029.0,5063029.0,5063029.0,0.0
5063596.0,5063596.0,5063596.0,5063596.0,0.0
