,Open,High,Low,Adj Close,Volume,sma_short,sma_long,ema_short,ema_long,macd,macd_signal,plus_di,minus_di,adx,Close,middle,upper,lower,moment,mom_signal,mom_base,rsi
2022-02-12 00:15:00,4882676.5,4882676.5,4882676.5,4882676.5,0.0,4888516.25,,4888735.037775326,4889426.384957063,-691.3471817374229,-351.1541674029496,20.609772947082394,79.39022705291761,62.22978570033568,4882676.5,,,,,,0,0.20609772947082394
2022-02-12 00:16:00,4880931.5,4880931.5,4880931.5,4880931.5,1454637056.0,4887372.5,,4887927.705494986,4888754.974390921,-827.2688959352672,-422.18298287224025,19.771577528884176,80.22842247111582,61.597596048079886,4880931.5,,,,,,0,0.19771577528884177
2022-02-12 00:17:00,4879930.0,4879930.0,4879930.0,4879930.0,690487296.0,4886628.125,,4887121.672552132,4888084.672373683,-962.9998215511441,-507.01691310159447,19.126792468959035,80.87320753104098,61.63873489419807,4879930.0,,,,,,0,0.19126792468959034
2022-02-12 00:18:00,4879882.5,4879882.5,4879882.5,4879882.5,0.0,4885821.375,,4886409.089057174,4887484.189611733,-1075.1005545593798,-600.0497700754139,18.109998273182526,81.89000172681747,62.128020525143064,4879882.5,,,,,,0,0.18109998273182526
2022-02-12 00:19:00,4879843.0,4879843.0,4879843.0,4879843.0,0.0,4884889.75,,4885776.370720596,4886943.562586517,-1167.1918659210205,-701.5721221971843,24.09603951865361,75.90396048134639,60.09832745014903,4879843.0,,,,,,0,0.24096039518653609
2022-02-12 00:20:00,4882356.0,4882356.0,4882356.0,4882356.0,0.0,4884184.541666667,,4885453.063187207,4886629.1376396,-1176.074452392757,-800.5680876965117,31.25146320526494,68.74853679473506,56.1646582465289,4882356.0,,,,,,0,0.3125146320526494
2022-02-12 00:21:00,4884263.0,4884263.0,4884263.0,4884263.0,1989148672.0,4883759.333333333,,4885342.519200857,4886471.701186203,-1129.1819853466004,-888.6401945723014,32.81730598134167,67.18269401865832,52.73847453967591,4884263.0,,,,,,0,0.3281730598134167
2022-02-12 00:22:00,4884544.5,4884544.5,4884544.5,4884544.5,1183318016.0,4883307.875,,4885269.556781594,4886346.972249517,-1077.415467923507,-964.7479760645786,34.11404263938826,65.88595736061174,49.71665162872282,4884544.5,,,,,,0,0.3411404263938826
2022-02-12 00:23:00,4884611.0,4884611.0,4884611.0,4884611.0,0.0,4882938.791666667,,4885210.206285747,4886237.494442652,-1027.2881569052115,-1014.8742646969234,37.05236785490591,62.94763214509409,46.53019462650477,4884611.0,,,,,,0,0.3705236785490591
2022-02-12 00:24:00,4885778.5,4885778.5,4885778.5,4885778.5,0.0,4882767.625,4887348.08,4885260.754897313,4886209.243351132,-948.4884538184851,-1043.4455171503748,38.950954757943116,61.049045242056884,43.46754280448094,4885778.5,4887348.08,4897717.285790385,4876978.874209615,,,0,0.3895095475794311
2022-02-12 00:25:00,4887245.0,4887245.0,4887245.0,4887245.0,509083648.0,4882774.958333333,4887040.44,4885435.152484069,4886271.555447596,-836.4029635274783,-1044.4604135495092,45.391764222632986,54.60823577736702,39.412052488554295,4887245.0,4887040.44,4896916.257338834,4877164.622661167,,,0,0.45391764222632985
2022-02-12 00:26:00,4889900.0,4889900.0,4889900.0,4889900.0,0.0,4883496.791666667,4886818.86,4885823.315670375,4886485.2099178815,-661.8942475067452,-1011.0042386556872,54.940617009582525,45.059382990417475,36.087470222298506,4889900.0,4886818.86,4896142.629273208,4877495.090726793,-5036.0,,0,0.5494061700958253
2022-02-12 00:27:00,4889650.0,4889650.0,4889650.0,4889650.0,0.0,4884077.916666667,4886620.26,4886152.699842695,4886667.833445551,-515.1336028557271,-948.7856884663925,56.08108108108109,43.91891891891892,33.51219647426654,4889650.0,4886620.26,4895450.5633787075,4877789.956621292,-5789.5,,0,0.5608108108108109
2022-02-12 00:28:00,4887914.0,4887914.0,4887914.0,4887914.0,0.0,4884659.791666667,4886361.76,4886302.92983656,4886738.385565478,-435.455728918314,-867.4816732438695,70.4596996628869,29.540300337113084,34.27811276269724,4887914.0,4886361.76,4894604.832794374,4878118.687205626,-6701.0,,0,0.7045969966288691
2022-02-12 00:29:00,4887914.0,4887914.0,4887914.0,4887914.0,0.0,4885325.125,4886092.06,4886439.2050938895,4886803.75662249,-364.55152860004455,-777.3124594891237,67.60326689745571,32.39673310254428,34.3707113421269,4887914.0,4886092.06,4893614.003229202,4878570.116770797,-6462.5,,0,0.6760326689745572
2022-02-12 00:30:00,4888581.5,4888581.5,4888581.5,4888581.5,0.0,4886050.041666667,4886080.82,4886619.036769423,4886900.94337851,-281.9066090872511,-683.1707510158626,77.71939995651859,22.28060004348141,36.40472705942249,4888581.5,4886080.82,4893586.335693365,4878575.304306636,-6075.0,,0,0.7771939995651859
2022-02-12 00:31:00,4886278.5,4886278.5,4886278.5,4886278.5,0.0,4886586.333333333,4885949.42,4886590.650215033,4886867.457965797,-276.8077507633716,-594.2143379980698,71.02082712492964,28.979172875070365,36.93315494873178,4886278.5,4885949.42,4893314.596659344,4878584.243340656,-2584.0,,0,0.7102082712492964
2022-02-12 00:32:00,4882832.5,4882832.5,4882832.5,4882832.5,0.0,4886626.041666667,4885621.82,4886279.3804119965,4886653.668951782,-374.28853978589177,-521.6588249848121,57.97340396778205,42.02659603221795,35.017677575072256,4882832.5,4885621.82,4892772.239206127,4878471.400793874,-6731.0,,0,0.5797340396778204
2022-02-12 00:33:00,4881663.0,4881663.0,4881663.0,4881663.0,0.0,4886409.375,4885255.6,4885899.270941071,4886393.0275634155,-493.75662234425545,-471.1330659321199,54.63599775841866,45.36400224158134,32.72423572213671,4881663.0,4885255.6,4892232.762920319,4878278.43707968,-9359.5,,0,0.5463599775841866
2022-02-12 00:34:00,4883429.5,4883429.5,4883429.5,4883429.5,0.0,4886316.458333333,4885018.16,4885697.00726564,4886240.356533019,-543.3492673784494,-438.57154413778335,52.84257910763935,47.157420892360655,30.368381430867274,4883429.5,4885018.16,4891814.221774539,4878222.098225461,-7389.0,,0,0.5284257910763935
2022-02-12 00:35:00,4884327.0,4884327.0,4884327.0,4884327.0,0.0,4886292.791666667,4884792.76,4885585.364689852,4886143.057058554,-557.6923687020317,-426.9935576039263,50.17904101158172,49.82095898841828,27.80607874478356,4884327.0,4884792.76,4891272.018613196,4878313.501386804,-5038.5,-6116.6,0,0.5017904101158172
2022-02-12 00:36:00,4884052.0,4884052.0,4884052.0,4884052.0,0.0,4886148.916666667,4884593.24,4885460.978161821,4886038.022527527,-577.0443657059222,-433.87253125394795,48.621722217558,51.378277782442005,25.70662048221315,4884052.0,4884593.24,4890830.216097705,4878356.263902295,-5910.0,-6204.0,0,0.48621722217558
2022-02-12 00:37:00,4884992.5,4884992.5,4884992.5,4884992.5,0.0,4885961.208333333,4884479.64,4885423.134046558,4885986.116436563,-562.9823900051415,-448.04216026359546,51.01784904351538,48.982150956484624,23.756148022558204,4884992.5,4884479.64,4890572.5758585725,4878386.704141427,-4047.5,-6029.8,0,0.5101784904351538
2022-02-12 00:38:00,4886019.5,4886019.5,4886019.5,4886019.5,0.0,4885637.833333333,4884434.14,4885471.123921009,4885987.755467689,-516.6315466798842,-464.93994005024433,50.64784946236559,49.35215053763441,21.934084220608415,4886019.5,4884434.14,4890460.393123626,4878407.886876374,-1813.0,-5541.0,0,0.5064784946236559
2022-02-12 00:39:00,4886589.0,4886589.0,4886589.0,4886589.0,0.0,4885382.75,4884648.18,4885560.761997625,4886016.964094332,-456.2020967071876,-484.30610534134837,48.14720668813195,51.85279331186804,20.47640295980895,4886589.0,4884648.18,4890580.817734601,4878715.542265398,-568.0,-4951.55,0,0.48147206688131955
2022-02-12 00:40:00,4888007.0,4888007.0,4888007.0,4888007.0,0.0,4885390.5,4884861.4,4885756.278215274,4886112.672147372,-356.39393209759146,-493.1490143784839,44.25179157050893,55.74820842949107,19.767724709925616,4888007.0,4884861.4,4890881.293735221,4878841.50626478,6769.0,-3667.15,0,0.44251791570508925
2022-02-12 00:41:00,4890657.5,4890657.5,4890657.5,4890657.5,0.0,4885619.125,4885250.44,4886146.8371285,4886329.1641511815,-182.32702268101275,-471.81995692238627,52.6700765907826,47.32992340921739,18.642916381704286,4890657.5,4885250.44,4891466.0330484025,4879034.846951598,7981.0,-2610.65,0,0.526700765907826
2022-02-12 00:42:00,4891416.5,4891416.5,4891416.5,4891416.5,0.0,4885855.375,4885709.9,4886565.598630767,4886569.295628571,-3.6969978036358953,-417.3688875289841,59.789261857514184,40.210738142485816,18.71504385566388,4891416.5,4885709.9,4891984.680321521,4879435.11967848,10485.0,-889.05,0,0.5978926185751419
2022-02-12 00:43:00,4890651.5,4890651.5,4890651.5,4890651.5,0.0,4886219.791666667,4886140.66,4886889.46706161,4886760.31352857,129.15353303961456,-342.64635414919917,57.337371679755556,42.662628320244444,18.406784181920237,4890651.5,4886140.66,4892224.233153173,4880057.0868468275,10721.5,1119.05,0,0.5733737167975556
2022-02-12 00:44:00,4889922.0,4889922.0,4889922.0,4889922.0,0.0,4886810.583333333,4886543.82,4887129.278794436,4886907.035406958,222.24338747747242,-255.98682568480984,53.58106483584003,46.41893516415996,17.557042137039307,4889922.0,4886543.82,4892210.002355874,4880877.637644127,10039.5,2861.9,0,0.5358106483584003
2022-02-12 00:45:00,4888403.5,4888403.5,4888403.5,4888403.5,0.0,4887372.291666667,4886785.72,4887229.826956552,4886975.9332825355,253.89367401693016,-163.66037682671515,55.92516172206112,44.07483827793888,17.129598820697144,4888403.5,4886785.72,4892218.512683326,4881352.927316673,8560.5,4221.8,0,0.5592516172206112
2022-02-12 00:46:00,4888864.5,4888864.5,4888864.5,4888864.5,0.0,4887825.208333333,4886969.78,4887358.562470484,4887062.22967796,296.33279252331704,-68.18091210133086,70.17796213286948,29.82203786713053,18.855082118674368,4888864.5,4886969.78,4892358.064761716,4881581.495238285,6508.5,5463.65,0,0.7017796213286948
2022-02-12 00:47:00,4886038.0,4886038.0,4886038.0,4886038.0,0.0,4887967.791666667,4887029.52,4887254.754095391,4887015.76446695,238.9896284416318,15.776996245504254,63.174536256323776,36.825463743676224,19.407598522996928,4886038.0,4887029.52,4892338.297091447,4881720.742908552,1775.0,6045.9,0,0.6317453625632378
2022-02-12 00:48:00,4885567.0,4885567.0,4885567.0,4885567.0,0.0,4888094.041666667,4887067.76,4887122.304404101,4886950.490489757,171.81391434464604,85.55655302904132,56.981415553450695,43.018584446549305,19.00898182608499,4885567.0,4887067.76,4892317.392583334,4881818.127416666,1022.5,6329.45,0,0.569814155534507
2022-02-12 00:49:00,4887169.0,4887169.0,4887169.0,4887169.0,0.0,4888275.416666667,4887123.38,4887125.96324406,4886960.270933509,165.69231055118144,143.56613554557165,58.874039842627866,41.12596015737214,18.917270147834262,4887169.0,4887123.38,4892345.489601493,4881901.270398507,2558.0,6642.05,0,0.5887403984262787
2022-02-12 00:50:00,4888387.0,4888387.0,4888387.0,4888387.0,0.0,4888472.708333333,4887169.06,4887224.630657776,4887023.73136188,200.89929589629173,186.14683760971658,62.7830856334041,37.216914366595894,19.397960789080834,4888387.0,4887169.06,4892415.524677285,4881922.595322714,2608.5,6226.0,0,0.627830856334041
2022-02-12 00:51:00,4889017.5,4889017.5,4889017.5,4889017.5,0.0,4888675.083333333,4887133.76,4887364.725369967,4887111.883011798,252.84235816821456,214.65121049547776,62.08999158957107,37.91000841042893,19.74174771399168,4889017.5,4887133.76,4892315.13521256,4881952.384787439,1772.5,5605.15,0,0.6208999158957107
2022-02-12 00:52:00,4889259.5,4889259.5,4889259.5,4889259.5,0.0,4888779.458333333,4887118.14,4887512.603008154,4887206.293793336,306.30921481829137,234.33517513755294,60.213731794968794,39.78626820503121,19.79078864778428,4889259.5,4887118.14,4892270.180077484,4881966.099922515,-640.5,4492.6,0,0.602137317949688
2022-02-12 00:53:00,4890509.0,4890509.0,4890509.0,4890509.0,0.0,4888767.083333333,4887221.94,4887746.194669789,4887350.689069193,395.5056005958468,253.58653215070566,61.849344054168434,38.150655945831566,20.068923975456737,4890509.0,4887221.94,4892542.59596144,4881901.28403856,859.0,3506.35,0,0.6184934405416843
2022-02-12 00:54:00,4890282.0,4890282.0,4890282.0,4890282.0,0.0,4888672.541666667,4887316.66,4887943.67546879,4887478.176411219,465.4990575714037,277.098241434536,57.41042345276873,42.589576547231275,19.6970802352532,4890282.0,4887316.66,4892771.275818431,4881862.0441815695,2368.0,2739.2,0,0.5741042345276873
2022-02-12 00:55:00,4888107.0,4888107.0,4888107.0,4888107.0,0.0,4888460.5,4887297.68,4887956.382565021,4887505.388066505,450.9944985155016,294.28287543366764,41.42660257487646,58.57339742512353,19.5171373817495,4888107.0,4887297.68,4892737.239011537,4881858.120988462,193.0,1902.45,0,0.41426602574876464
2022-02-12 00:56:00,4886154.0,4886154.0,4886154.0,4886154.0,441712640.0,4888146.5,4887292.7,4887816.27550797,4887447.188300047,369.08720792271197,308.73816204267655,33.62479385132402,66.37520614867599,20.447230609118385,4886154.0,4887292.7,4892736.3732313765,4881849.026768624,-2427.5,1008.85,0,0.3362479385132402
2022-02-12 00:57:00,4885914.0,4885914.0,4885914.0,4885914.0,1330642944.0,4887939.041666667,4887415.96,4887668.523205923,4887381.461684135,287.0615217881277,321.54345175861897,34.76051082446038,65.23948917553962,21.149764709196607,4885914.0,4887415.96,4892570.716273903,4882261.203726097,-364.5,794.9,0,0.34760510824460383
2022-02-12 00:58:00,4885928.5,4885928.5,4885928.5,4885928.5,0.0,4887694.375,4887586.58,4887533.474311928,4887319.447661458,214.0266504706815,326.91393397189677,36.53437636982837,63.46562363017163,21.553290533270758,4885928.5,4887586.58,4892202.08434839,4882971.07565161,3096.0,1002.25,0,0.3653437636982837
2022-02-12 00:59:00,4887672.5,4887672.5,4887672.5,4887672.5,0.0,4887830.583333333,4887756.3,4887544.2571082115,4887334.453012216,209.80409599561244,327.90335620515464,47.57207386741065,52.42792613258934,20.39150779282112,4887672.5,4887756.3,4892034.602398928,4883477.997601071,6009.5,1347.4,0,0.4757207386741065
2022-02-12 01:00:00,4888302.5,4888302.5,4888302.5,4888302.5,398458880.0,4888058.541666667,4887915.32,4887603.028812297,4887375.431165267,227.5976470299065,325.0983883008982,48.15410891414307,51.845891085856934,19.232939461874665,4888302.5,4887915.32,4891951.18588066,4883879.4541193405,4873.0,1573.85,0,0.48154108914143073
2022-02-12 01:01:00,4888034.0,4888034.0,4888034.0,4888034.0,0.0,4888130.625,4888074.6,4887636.413950564,4887403.20142766,233.2125229043886,316.9765336437979,57.87998420844848,42.120015791551516,18.992648071334493,4888034.0,4888074.6,4891775.587953688,4884373.612046312,3707.0,1767.3,0,0.5787998420844848
2022-02-12 01:02:00,4888230.0,4888230.0,4888230.0,4888230.0,0.0,4888117.541666667,4888204.1,4887682.371131716,4887437.936801929,244.43432978726923,300.19083688728927,60.746569814366424,39.253430185633576,19.165219297471523,4888230.0,4888204.1,4891675.157079624,4884733.042920375,4178.0,2249.15,0,0.6074656981436642
2022-02-12 01:03:00,4887083.0,4887083.0,4887083.0,4887083.0,885784576.0,4887956.333333333,4888246.64,4887635.989237361,4887423.077988581,212.91124877985567,272.1255247993395,49.63971512358609,50.36028487641391,17.895245495712082,4887083.0,4888246.64,4891631.128397086,4884862.151602914,2090.5,2372.3,0,0.4963971512358609
2022-02-12 01:04:00,4887635.5,4887635.5,4887635.5,4887635.5,0.0,4887821.0,4888288.5,4887635.95139554,4887431.940519601,204.01087593846023,244.6829000685571,46.665779315852525,53.33422068414748,17.123930239444093,4887635.5,4888288.5,4891612.916878694,4884964.083121306,1616.0,2297.1,0,0.46665779315852524
2022-02-12 01:05:00,4889805.5,4889805.5,4889805.5,4889805.5,0.0,4887762.375,4888360.44,4887803.691550496,4887530.646839306,273.04471119027585,234.01151154273086,53.07596221406823,46.924037785931766,16.371652292415106,4889805.5,4888360.44,4891736.906302712,4884983.973697289,3216.5,2599.45,0,0.5307596221406823
2022-02-12 01:06:00,4889578.0,4889578.0,4889578.0,4889578.0,0.0,4887703.708333333,4888317.26,4887940.819600022,4887615.522443338,325.2971566841006,238.2599154200612,51.24467544648091,48.75532455351909,15.42163652504756,4889578.0,4888317.26,4891597.567482033,4885036.952517967,1571.0,2999.3,0,0.5124467544648091
2022-02-12 01:07:00,4889769.5,4889769.5,4889769.5,4889769.5,0.0,4887842.25,4888251.38,4888082.0986231845,4887704.551678278,377.5469449069351,256.4288370240894,46.84957184850679,53.1504281514932,14.798569674575319,4889769.5,4888251.38,4891332.443429513,4885170.316570487,-888.0,2946.95,0,0.46849571848506794
2022-02-12 01:08:00,4888910.0,4888910.0,4888910.0,4888910.0,0.0,4888071.916666667,4888181.72,4888146.03872513,4887754.233214493,391.8055106373504,276.6512164287269,44.4538766270515,55.5461233729485,14.545796167791048,4888910.0,4888181.72,4891111.7257605195,4885251.71423948,-2506.5,2386.7,0,0.444538766270515
2022-02-12 01:09:00,4889544.0,4889544.0,4889544.0,4889544.0,0.0,4888374.416666667,4888166.6,4888253.972139457,4887827.794457499,426.17768195830286,298.7156647541043,56.63557443664573,43.36442556335427,14.458997581771511,4889544.0,4888166.6,4891062.894169569,4885270.30583043,-1107.5,1675.0,0,0.5663557443664573
2022-02-12 01:10:00,4890118.5,4890118.5,4890118.5,4890118.5,0.0,4888723.583333333,4888235.2,4888397.887134374,4887921.696941085,476.19019328895956,325.71318368572327,70.97730038626382,29.022699613736176,16.328669890030717,4890118.5,4888235.2,4891234.290487134,4885236.1095128665,196.5,1207.35,0,0.7097730038626382
2022-02-12 01:11:00,4891457.5,4891457.5,4891457.5,4891457.5,0.0,4889039.0,4888338.92,4888633.98365252,4888066.273520752,567.7101317681372,361.63271723915307,76.27624780774518,23.723752192254825,18.78857491241022,4891457.5,4888338.92,4891596.872202946,4885080.967797054,3054.0,1142.05,0,0.7627624780774518
2022-02-12 01:12:00,4890747.5,4890747.5,4890747.5,4890747.5,0.0,4889242.75,4888527.3,4888797.034646406,4888175.641524403,621.3931220024824,407.0195920416671,71.42920668801138,28.570793311988616,20.421093820625355,4890747.5,4888527.3,4891775.513983615,4885279.086016385,1883.0,912.55,0,0.7142920668801138
2022-02-12 01:13:00,4891210.0,4891210.0,4891210.0,4891210.0,0.0,4889507.416666667,4888753.02,4888983.145534016,4888299.126319018,684.0192149979994,460.3538519371715,67.75407779171894,32.24592220828105,21.443179417607134,4891210.0,4888753.02,4891927.531241648,4885578.508758351,5172.0,1220.7,0,0.6775407779171895
2022-02-12 01:14:00,4893218.5,4893218.5,4893218.5,4893218.5,0.0,4889923.125,4888995.0,4889309.749011518,4888498.876548513,810.8724630055949,520.1124910277625,71.67357375892779,28.326426241072216,22.925482372184117,4893218.5,4888995.0,4892564.14238065,4885425.85761935,7651.5,1824.25,0,0.7167357375892779
2022-02-12 01:15:00,4894854.5,4894854.5,4894854.5,4894854.5,0.0,4890570.75,4889253.7,4889737.243331024,4888756.393497312,980.8498337119818,592.9516773641938,76.8344021717748,23.165597828225202,25.0038780417689,4894854.5,4889253.7,4893510.529767173,4884996.870232827,7685.5,2271.15,0,0.768344021717748
2022-02-12 01:16:00,4897274.0,4897274.0,4897274.0,4897274.0,834142208.0,4891373.958333333,4889583.96,4890318.216978623,4889100.801356039,1217.4156225835904,686.2704193282666,80.28395392445753,19.716046075542458,27.40592322532054,4897274.0,4889583.96,4894911.032804085,4884256.887195915,8887.0,3002.75,0,0.8028395392445754
2022-02-12 01:17:00,4901393.5,4901393.5,4901393.5,4901393.5,2836398080.0,4892339.625,4890069.32,4891171.820695106,4889596.875481657,1574.9452134491876,817.7303863073596,89.96341701806809,10.036582981931916,30.95015993903141,4901393.5,4890069.32,4897184.290489986,4882954.349510015,12376.0,4329.15,0,0.8996341701806808
2022-02-12 01:18:00,4900833.5,4900833.5,4900833.5,4900833.5,860356608.0,4893277.583333333,4890482.3,4891916.362414652,4890049.474478322,1866.887936329469,977.8093034597114,86.8412237606074,13.158776239392585,33.83148656641362,4900833.5,4890482.3,4898800.425499977,4882164.174500023,11574.0,5737.2,0,0.8684122376060741
2022-02-12 01:19:00,4900930.5,4900930.5,4900930.5,4900930.5,0.0,4894207.666666667,4890908.24,4892610.907704166,4890486.955269232,2123.9524349337444,1160.8939969757985,85.11901003851253,14.880989961487467,36.2844181032775,4900930.5,4890908.24,4900215.373572877,4881601.106427124,10421.5,6890.1,0,0.8511901003851253
2022-02-12 01:20:00,4899939.0,4899939.0,4899939.0,4899939.0,0.0,4895126.75,4891381.52,4893175.470052936,4890866.320955667,2309.149097269401,1354.3872153648279,81.20219237487201,18.797807625127987,38.04303283428046,4899939.0,4891381.52,4901279.7037032535,4881483.336296746,9657.0,7836.15,0,0.8120219237487201
2022-02-12 01:21:00,4899616.5,4899616.5,4899616.5,4899616.5,0.0,4895966.125,4891920.02,4893671.6339504775,4891216.929656156,2454.7042943211272,1558.088456733566,79.42213457631169,20.577865423688298,39.442620022597325,4899616.5,4891920.02,4902094.191692249,4881745.84830775,11509.5,8681.7,0,0.794221345763117
2022-02-12 01:22:00,4900110.5,4900110.5,4900110.5,4900110.5,0.0,4896798.791666667,4892487.88,4894167.577256644,4891572.712050085,2594.8652065591887,1770.4046780181427,84.21358096343586,15.786419036564132,41.39160861042868,4900110.5,4892487.88,4902848.3230378255,4882127.436962174,13956.5,9889.05,0,0.8421358096343586
2022-02-12 01:23:00,4898853.0,4898853.0,4898853.0,4898853.0,0.0,4897415.083333333,4893004.86,4894528.428212111,4891863.507296997,2664.920915113762,1976.410061585717,77.392302259887,22.607697740112993,42.29166692711669,4898853.0,4893004.86,4903291.098851496,4882718.621148504,12939.0,10665.75,0,0.77392302259887
2022-02-12 01:24:00,4898568.5,4898568.5,4898568.5,4898568.5,0.0,4898066.833333333,4893440.7,4894839.548227134,4892130.927502975,2708.620724159293,2168.3846049687513,75.29637169201293,24.703628307987067,42.84923022370117,4898568.5,4893440.7,4903708.865792878,4883172.534207122,12640.0,11164.6,0,0.7529637169201293
2022-02-12 01:25:00,4898282.5,4898282.5,4898282.5,4898282.5,0.0,4898656.208333333,4893839.9,4895104.662247307,4892375.92680055,2728.7354467567056,2336.3090298768752,71.80650520800052,28.19349479199949,42.90050581307397,4898282.5,4893839.9,4904051.570484468,4883628.229515533,10610.0,11457.05,0,0.7180650520800052
2022-02-12 01:26:00,4895170.0,4895170.0,4895170.0,4895170.0,0.0,4898818.833333333,4894125.34,4895109.692985232,4892487.054883034,2622.6381021980196,2452.7193508489677,62.24967454228181,37.7503254577182,41.6657402799039,4895170.0,4894125.34,4904055.874358399,4884194.805641601,6867.5,11255.1,0,0.6224967454228181
2022-02-12 01:27:00,4896279.0,4896279.0,4896279.0,4896279.0,0.0,4898937.541666667,4894447.3,4895199.718256335,4892637.673615444,2562.0446408903226,2529.9589846890626,63.554925660498455,36.445074339501545,40.68942783821345,4896279.0,4894447.3,4904099.457250238,4884795.142749761,8245.0,10842.0,0,0.6355492566049845
2022-02-12 01:28:00,4895342.0,4895342.0,4895342.0,4895342.0,521666560.0,4898776.541666667,4894777.66,4895210.671831126,4892744.956278594,2465.715552532114,2567.9326644222147,56.02360082829831,43.97639917170169,38.769078370885154,4895342.0,4894777.66,4903932.112176036,4885623.207823964,7112.0,10395.8,0,0.560236008282983
2022-02-12 01:29:00,4896509.0,4896509.0,4896509.0,4896509.0,0.0,4898369.5,4895132.6,4895310.617560537,4892894.0983813675,2416.5191791690886,2579.86267352218,54.82150662975375,45.17849337024625,36.817030057695376,4896509.0,4895132.6,4903808.827064994,4886456.372935005,9426.0,10296.25,0,0.5482150662975375
2022-02-12 01:30:00,4895829.0,4895829.0,4895829.0,4895829.0,238551040.0,4897952.458333333,4895373.54,4895350.52052668,4893010.252628997,2340.2678976831958,2567.1475183401876,45.31391879621222,54.686081203787786,34.97830762835347,4895829.0,4895373.54,4903763.188114989,4886983.891885011,8193.5,10149.9,0,0.4531391879621222
2022-02-12 01:31:00,4896452.0,4896452.0,4896452.0,4896452.0,0.0,4897579.25,4895648.5,4895435.303444182,4893146.314494501,2288.988949680701,2533.1612675759116,29.274839575556765,70.72516042444323,35.41176961001942,4896452.0,4895648.5,4903690.07830694,4887606.92169306,6646.5,9663.6,0,0.29274839575556766
2022-02-12 01:32:00,4898104.5,4898104.5,4898104.5,4898104.5,0.0,4897426.375,4895981.9,4895640.7464315295,4893342.115634005,2298.6307975249365,2492.462365621597,39.51513754418319,60.48486245581681,34.44481410908722,4898104.5,4895981.9,4903692.199345679,4888271.600654322,8526.5,9120.6,0,0.3951513754418319
2022-02-12 01:33:00,4897688.5,4897688.5,4897688.5,4897688.5,678428672.0,4897265.708333333,4896333.04,4895798.351037062,4893513.580023807,2284.771013255231,2445.367953298924,37.84219605490137,62.15780394509862,33.76681618861983,4897688.5,4896333.04,4903480.423291105,4889185.656708895,7919.0,8618.6,0,0.3784219605490137
